x,y,ux,uy,vx,vy,ax,ay,bcx,bcy,ux_orig,uy_orig
0.1,0.0,0.8837346471846104,0.0,0.094451956227648,0.0,-5.289004897934824,0.0,0,3,0.8845972329332259,0.0
1.6684e-15,0.1,0.0,1.1825326959369704,0.0,0.17602289892781897,0.0,-4.045288914955592,1,0,0.0,1.1817865847325315
0.0,1.0,0.0,0.8499999999999999,0.0,0.1000000000001,0.0,0.0,1,4,0.0,0.8499999999999999
1.0,1.0,0.425,0.8499999999999999,0.05000000000005,0.1000000000001,0.0,0.0,2,4,0.425,0.8499999999999999
1.0,0.0,0.425,0.0,0.05000000000005,0.0,0.0,0.0,2,3,0.425,0.0
0.09807850000000001,0.019509,0.8651245485525578,0.2101263771764934,0.08676054056855342,0.05216179345304828,-0.6022479903666778,0.4149710061684964,0,0,0.8604811283254296,0.21683634147892636
0.092388,0.0382683,0.8224425909575075,0.43352989898994565,0.057083243216737856,0.09670408513295925,1.1148015899298258,0.4675163756129308,0,0,0.8195907853957114,0.42994975149523584
0.083147,0.055557,0.7477932160254568,0.6289589068619534,0.05715924974530884,0.09047258226396736,0.7784106165198422,-0.13466749104740217,0,0,0.7727557084514883,0.62302758444152
0.0707107,0.0707107,0.6468710214830935,0.794376767007634,0.07114998358870306,0.07873750108605693,-0.24447122104476196,-0.7618099456818683,0,0,0.6430486726292015,0.7827487508724632
0.055557,0.083147,0.5283459487836808,0.938097815727815,0.05843222569468232,0.09341866497536433,1.7885493253100293,0.2547701272170855,0,0,0.5213577179682649,0.9296763888291932
0.0382683,0.092388,0.3876708662137389,1.0567997194593772,0.06725366542101319,0.09653009579391193,1.9034188211697332,0.5048428952658668,0,0,0.38104421321801346,1.08610972830954
0.019509,0.09807850000000001,0.20749033568426967,1.139353830832988,0.026242707591647707,0.1350344818162874,0.7626420377160325,1.8311287819372524,0,0,0.1997522950233536,1.1350283345417536
0.0,0.967857,0.0,0.8548072386874992,0.0,0.10515558766188704,0.0,-0.22352307227357923,1,0,0.0,0.8547918596607171
0.0,0.935714,0.0,0.8597855376283405,0.0,0.10727473491789484,0.0,2.234065954453968,1,0,0.0,0.8596673971820888
0.0,0.903571,0.0,0.8648835265194066,0.0,0.10352584020628663,0.0,-2.33239253188966,1,0,0.0,0.8648204937820964
0.0,0.871429,0.0,0.8702136541687651,0.0,0.12380730677080676,0.0,0.1060536852781624,1,0,0.0,0.8700262527058062
0.0,0.8392859999999999,0.0,0.8757021895071375,0.0,0.11307494779178028,0.0,-0.1030982799132829,1,0,0.0,0.875696870042987
0.0,0.807143,0.0,0.8813974666118156,0.0,0.12187858182605148,0.0,-1.1333448485251196,1,0,0.0,0.8815834632962039
0.0,0.775,0.0,0.8877473461034242,0.0,0.14272270318721467,0.0,-0.12725843434591155,1,0,0.0,0.8877374255642279
0.0,0.742857,0.0,0.8943866493791575,0.0,0.16297981786123072,0.0,-1.5249453061416671,1,0,0.0,0.8942111829194833
0.0,0.710714,0.0,0.9006964547152165,0.0,0.16650276010027332,0.0,0.9120053295896826,1,0,0.0,0.9007842604038333
0.0,0.678571,0.0,0.9075654275366105,0.0,0.17242093276970127,0.0,1.023639001340726,1,0,0.0,0.9078767777163603
0.0,0.646429,0.0,0.9158862793992739,0.0,0.17241246620530723,0.0,-1.860298778910696,1,0,0.0,0.9156998710202003
0.0,0.614286,0.0,0.9245223022298887,0.0,0.1659576701817933,0.0,0.5377632561476275,1,0,0.0,0.9240903551539248
0.0,0.582143,0.0,0.9328164755715989,0.0,0.1691844611789728,0.0,1.3712086688322245,1,0,0.0,0.9331077369039052
0.0,0.55,0.0,0.9425180186517537,0.0,0.1705709636962149,0.0,-3.440381612929144,1,0,0.0,0.9430441649587475
0.0,0.517857,0.0,0.9541633072076365,0.0,0.15408885552792295,0.0,-0.1598179255601906,1,0,0.0,0.9536283797218749
0.0,0.485714,0.0,0.9656423943815753,0.0,0.16991855931708377,0.0,-0.4992992547192543,1,0,0.0,0.9651919119428104
0.0,0.453571,0.0,0.9769227766664699,0.0,0.15530834966331897,0.0,-1.4452260804764805,1,0,0.0,0.9776211239949154
0.0,0.421429,0.0,0.990648485487327,0.0,0.15647140266833448,0.0,-0.8854464134122608,1,0,0.0,0.9911111044242965
0.0,0.389286,0.0,1.0065391815733165,0.0,0.1718665449279566,0.0,0.28341408109255894,1,0,0.0,1.0056863532029872
0.0,0.357143,0.0,1.0218009763630107,0.0,0.16356408346518414,0.0,0.8966267728283128,1,0,0.0,1.0214733072013806
0.0,0.325,0.0,1.0369163076393306,0.0,0.17048672748543048,0.0,-0.1301088903282732,1,0,0.0,1.0378328674326622
0.0,0.292857,0.0,1.0543003699276596,0.0,0.17488899728079765,0.0,1.9085887648095932,1,0,0.0,1.0555135271333442
0.0,0.260714,0.0,1.0739495874149725,0.0,0.17279251633250947,0.0,-0.4991662472253466,1,0,0.0,1.0743302106661472
0.0,0.228571,0.0,1.0954848849214613,0.0,0.1760117471172329,0.0,-2.5370364142851543,1,0,0.0,1.0940999737823949
0.0,0.196429,0.0,1.1178805429954082,0.0,0.18055894419888308,0.0,-1.8855930317140943,1,0,0.0,1.1149477631769396
0.0,0.164286,0.0,1.1367915123701096,0.0,0.18123867054187223,0.0,-2.8545588059980527,1,0,0.0,1.1365226897236091
0.0,0.132143,0.0,1.1548042808426544,0.0,0.17930182473036016,0.0,0.21071933642424767,1,0,0.0,1.1588038843954929
0.96875,1.0,0.4204055024529225,0.8499999999999999,0.04755155558477941,0.1000000000001,0.6093663462714005,0.0,0,4,0.42049004078036134,0.8499999999999999
