x,y,ux,uy,vx,vy,ax,ay,bcx,bcy,ux_orig,uy_orig
0.1,0.0,0.5393003683566349,0.0,0.022699921370661343,0.0,1.281488568039002,0.0,0,3,0.5397662923090382,0.0
1.6684e-15,0.1,0.0,0.6711649666249286,0.0,0.08380384495382252,0.0,-2.206348190259,1,0,0.0,0.6706937359668635
0.0,1.0,0.0,0.65,0.0,0.1000000000001,0.0,0.0,1,4,0.0,0.65
1.0,1.0,0.325,0.65,0.05000000000005,0.1000000000001,0.0,0.0,2,4,0.325,0.65
1.0,0.0,0.325,0.0,0.05000000000005,0.0,0.0,0.0,2,3,0.325,0.0
0.09807850000000001,0.019509,0.5276812372685526,0.12618880369700491,0.022676298819801488,0.02340277363288568,1.872583932360783,0.3504283405120212,0,0,0.5259897224835471,0.12796597106365223
0.092388,0.0382683,0.49624337219574954,0.24790315152495168,0.04616473659221909,0.03147252751668772,-1.9706816803410907,1.1128104458746346,0,0,0.4962004447805626,0.248321049237826
0.083147,0.055557,0.4442289616417838,0.3559986299369484,0.06609112442074183,0.01080956318649795,0.4008764042939816,-0.924038179306308,0,0,0.4491672020306424,0.35411553932587847
0.0707107,0.0707107,0.37690522925549885,0.44982836885901634,0.06720102501023284,0.020395558410907233,-0.8865696732307526,0.8702045903308253,0,0,0.37903684084213984,0.44350780073957086
0.055557,0.083147,0.2992289305439044,0.5314230693329591,0.0841850166610758,0.01652259439682835,1.8551697317237272,-0.6095568910735594,0,0,0.29883954391575096,0.5324096686789883
0.0382683,0.092388,0.21124060730653582,0.5998294962919317,0.046784756590964593,0.0596033383060135,-0.7934481467686272,0.710829600736318,0,0,0.2072451240326084,0.6068068124657552
0.019509,0.09807850000000001,0.10954548860900104,0.6497414536715951,0.052909129919648246,0.05476705536550108,-1.902856179569756,1.5540165626548583,0,0,0.10555793810389684,0.6492107544274262
0.0,0.967857,0.0,0.6421931870181652,0.0,0.10773128586494261,0.0,1.0328598365472175,1,0,0.0,0.6421621364465225
0.0,0.935714,0.0,0.6345305003615067,0.0,0.11560580383346286,0.0,0.43614702682770456,1,0,0.0,0.6344702587107934
0.0,0.903571,0.0,0.6268530289926275,0.0,0.10419726822308296,0.0,0.5147676840344673,1,0,0.0,0.6266881181119717
0.0,0.871429,0.0,0.6191401256801328,0.0,0.08743758026868997,0.0,0.8758462427538306,1,0,0.0,0.6190466934697212
0.0,0.8392859999999999,0.0,0.6117071538283199,0.0,0.09604017866343684,0.0,2.381636429737988,1,0,0.0,0.6116709146427852
0.0,0.807143,0.0,0.6047065357706742,0.0,0.08629386763353564,0.0,-0.9066226797083132,1,0,0.0,0.6048113494209426
0.0,0.775,0.0,0.598111496095953,0.0,0.0953509270520958,0.0,-1.6213238834827948,1,0,0.0,0.5981552648953571
0.0,0.742857,0.0,0.5917425871448359,0.0,0.09345926061749,0.0,1.7003240343482773,1,0,0.0,0.5916651559489927
0.0,0.710714,0.0,0.5854730094142724,0.0,0.09425845633848072,0.0,0.0948989886673246,1,0,0.0,0.5854851307675503
0.0,0.678571,0.0,0.57957838440052,0.0,0.1027342402520892,0.0,-0.14202630738147093,1,0,0.0,0.579706295623237
0.0,0.646429,0.0,0.5744622653182887,0.0,0.11128149671357777,0.0,1.2661227621890703,1,0,0.0,0.574442121604537
0.0,0.614286,0.0,0.5701386134278437,0.0,0.1064729854541313,0.0,0.31043202730618447,1,0,0.0,0.5700476255406565
0.0,0.582143,0.0,0.5665223064497695,0.0,0.09881540434769633,0.0,0.1881013594884351,1,0,0.0,0.5665151521061621
0.0,0.55,0.0,0.5638339301367523,0.0,0.09353529890482326,0.0,-0.948154391111622,1,0,0.0,0.563836300261284
0.0,0.517857,0.0,0.5621795746956195,0.0,0.0876256385637375,0.0,1.7854579398290935,1,0,0.0,0.5620179150055072
0.0,0.485714,0.0,0.5613755443300761,0.0,0.07545534522840347,0.0,-1.4375187457060787,1,0,0.0,0.5615733442373124
0.0,0.453571,0.0,0.5615577417884197,0.0,0.08990172674111507,0.0,0.06412562980617764,1,0,0.0,0.5617310397510825
0.0,0.421429,0.0,0.563126804856438,0.0,0.0712541110589604,0.0,-1.900432819446074,1,0,0.0,0.5631466269814949
0.0,0.389286,0.0,0.5660780687721854,0.0,0.06910098297424616,0.0,0.7695303921861907,1,0,0.0,0.5659896937460464
0.0,0.357143,0.0,0.5702854088667664,0.0,0.07259082649008208,0.0,-0.19613714818955685,1,0,0.0,0.5704710591906599
0.0,0.325,0.0,0.5759452966885874,0.0,0.06892366750943513,0.0,-1.0105322079123624,1,0,0.0,0.5758202554248134
0.0,0.292857,0.0,0.5831098372436827,0.0,0.06711471857129281,0.0,0.3588867675263785,1,0,0.0,0.5832288745864046
0.0,0.260714,0.0,0.5921002964605577,0.0,0.0643736296143671,0.0,-0.23637120316610805,1,0,0.0,0.5927589766212663
0.0,0.228571,0.0,0.6042540648195427,0.0,0.0706485585244554,0.0,-0.1618383982382454,1,0,0.0,0.604367224423758
0.0,0.196429,0.0,0.6195431126980111,0.0,0.08447018478685565,0.0,0.04242979301238847,1,0,0.0,0.618330950230954
0.0,0.164286,0.0,0.6349325474584475,0.0,0.08570334232876897,0.0,0.037634459437718704,1,0,0.0,0.63429400994335
0.0,0.132143,0.0,0.6502461661293637,0.0,0.084810631058585,0.0,-0.2359031692211744,1,0,0.0,0.6519613695704126
0.96875,1.0,0.3177034663312952,0.65,0.08323857470987629,0.1000000000001,-1.593082890605224,0.0,0,4,0.3177679491684743,0.65
