id,x,y,ux,uy,fintx,finty,bcx,bcy,ux_orig,uy_orig
1320,0.213454,0.7941759999999999,0.07814209135403871,0.4596783908582438,6.268043809681824e-17,-2.7929047963226594e-16,0,0,0.0775049398657624,0.4580579469965121
1321,0.2094,0.8210979999999999,0.07555550005508849,0.46495691352356516,4.783432222370264e-16,-2.203098814490545e-16,0,0,0.074937351419237,0.4635393540310657
1322,0.217507,0.7672539999999999,0.08100723779170949,0.45446173562231706,1.0988389018140587e-16,9.714451465470121e-17,0,0,0.0803269239478681,0.4525910565102531
1323,0.2383919999999999,0.784586,0.08703074658023979,0.4564884492610872,1.0614339268633087e-16,5.412337245047638e-16,0,0,0.0863329099157242,0.4548112426897594
1324,0.221561,0.7403319999999999,0.0842320090305293,0.4493030028352223,-3.995827106695327e-16,-2.914335439641036e-16,0,0,0.083417384311401,0.4471333633031396
1325,0.26333,0.774996,0.09584164155057806,0.45306492450254154,-4.651227319962814e-17,3.538835890992686e-16,0,0,0.0950453525233592,0.4513390654380674
1326,0.259276,0.801918,0.09294213593693712,0.45876954082996235,-9.253665542163779e-17,-2.498001805406602e-16,0,0,0.092184797064342,0.4572318186994154
1327,0.835758,0.780474,0.22496047869572067,0.42114507187216077,2.629122505641568e-16,1.5612511283791264e-16,0,0,0.2243085270424353,0.4202923678325201
1328,0.825632,0.7524549999999999,0.2241180850251112,0.41097946777153993,-7.228917985047101e-17,4.163336342344337e-16,0,0,0.2234232490788598,0.4099728249168898
1329,0.8516749999999998,0.757021,0.22803423946970725,0.4119870672002435,2.655482170960121e-16,-8.326672684688674e-17,0,0,0.2274124908217737,0.4110142372418208
1330,0.8544209999999999,0.184675,0.25420034936541924,0.12804732135191443,-5.843239845974845e-16,-4.336808689942018e-17,0,0,0.2530702946837403,0.1273792414525017
1331,0.871936,0.205619,0.2528946737074875,0.14088245203674887,6.289185752045289e-16,-1.769417945496343e-16,0,0,0.2518820962829836,0.140161567264516
1332,0.848203,0.205406,0.2534635354822967,0.14182378665282158,-1.008850121497762e-16,-1.942890293094024e-16,0,0,0.2523102159917369,0.1410615275552691
1333,0.895669,0.2058329999999999,0.25240505539113656,0.1401712933620729,-2.7123350223798304e-16,-1.1102230246251563e-16,0,0,0.2514834900859845,0.1394545323525409
1334,0.889452,0.2265639999999999,0.25180533593083965,0.15352591071132338,2.3053526318830837e-16,5.204170427930421e-18,0,0,0.2508802560367004,0.1527293732654692
1335,0.901887,0.1851019999999999,0.25281016326334793,0.12670400193383102,-1.5906601123077954e-16,3.174543961037557e-16,0,0,0.2519661305983729,0.1259888474480444
1336,0.919402,0.206046,0.25186333234159974,0.13966024397450383,1.8449055217556462e-16,-7.28583859910259e-17,0,0,0.2511100653696264,0.138921193335938
1337,0.906967,0.247508,0.2509002145161503,0.16597629844909534,-3.8220837085545245e-16,-5.204170427930421e-17,0,0,0.2500823837974969,0.1651064327178618
1338,0.8832339999999999,0.247294,0.2510277143046551,0.1667358237937151,2.107417972768699e-16,-8.326672684688674e-17,0,0,0.2501533102861324,0.1657946309672213
1339,0.205406,0.848203,0.07319199451580971,0.47030593397175835,1.822611614583913e-16,-4.510281037539697e-16,0,0,0.0725754766531968,0.4690834988662633
