2.017281178287165175e-02,1.226610167758300854e-02,4.442268663363321823e-02,2.889298444505717170e-02,1.871903680185843868e-02,7.411767266433227919e-02,4.914970521336569503e-02,3.255440799845275845e-02,2.153261502362397231e-02,1.115707146396901495e-01,7.451228055892991642e-02,4.975789291973674311e-02,3.322021233250788824e-02,2.217155965183562755e-02,-5.792376302641018965e-02,3.260246704345956623e-03,1.039609787291269904e-01,2.255709691934540059e-02,2.466182510971333675e-01,4.034562356574328962e-02,-1.427214847530009281e-04,-4.878577823735671514e-04,4.800222835000067067e-06,1.112027077135601880e-02,1.305326980977140720e-02,1.425678565875020988e-02
2.046358179044430181e-02,1.285805253503668685e-02,4.389957444077313004e-02,2.906853159364038500e-02,1.920706299819142926e-02,7.107682791933521427e-02,4.782150659756963934e-02,3.215295763622582487e-02,2.160207427596259194e-02,1.029817826600257225e-01,6.978562611748034827e-02,4.728005419977056312e-02,3.202491801999891863e-02,2.168638264710161245e-02,-5.124032273854583347e-02,3.432183475967163361e-03,1.054365842943780496e-01,2.300317108486471876e-02,2.450328145123001622e-01,4.092716358088861056e-02,1.713701369553350187e-02,3.171848840699293542e-02,5.210419558489602643e-02,7.204229454662566812e-02,1.616247381274089623e-01,3.287912488378774145e-01
4.571622888148092062e-02,2.832989119565148053e-02,1.352180866437029949e-01,8.639423539073592950e-02,5.518985066870989858e-02,3.076087839746448616e-01,1.980139801512411646e-01,1.274989394224887163e-01,8.211831461731947113e-02,6.354860670141242451e-01,4.100598638846721933e-01,2.646810320019550855e-01,1.709006139911268263e-01,1.103877858174346083e-01,-1.269146621407227782e-01,7.136696333747938673e-03,2.362817237313785956e-01,5.008431633431734142e-02,6.587244979932601607e-01,9.143245776296185512e-02,2.226599194998528288e-03,-1.100529182079089917e-03,4.885987761218947524e-04,3.383291661751314933e-02,6.231288841538844964e-02,1.034819854581139204e-01
8.258007910621995712e-03,4.992387431580430288e-03,2.598494694324082060e-02,1.610043991760653354e-02,1.000201148974705009e-02,6.433943114319023993e-02,4.003161475921920842e-02,2.494862065497721604e-02,1.557946060513384565e-02,1.464725927457321553e-01,9.127688321987431630e-02,5.692801239080307052e-02,3.554260377578021685e-02,2.221964325124162545e-02,-1.605629877011948564e-02,1.250485074759179714e-03,4.271223645490646037e-02,8.983066473691469350e-03,1.245630575200342982e-01,1.651601582124398448e-02,7.347544127479018784e-03,-2.683265493521927100e-03,9.441394879820644596e-04,4.015021145962912458e-02,3.474172777186558536e-02,1.450586760010955448e-02
4.365235407646583798e-02,2.860163415340546619e-02,1.233528263546519177e-01,8.147235924259152440e-02,5.388841571168372091e-02,2.653990557568733921e-01,1.754543283383689922e-01,1.161137107407094471e-01,7.692789904854593908e-02,5.146001894799425713e-01,3.400073893778484679e-01,2.248304594652828503e-01,1.487957901233094571e-01,9.856332850235406673e-02,-1.107668868313650967e-01,7.259786606713657456e-03,2.255001379951510065e-01,4.828701914036676035e-02,6.043808600987915503e-01,8.730470815293167597e-02,6.041967376145773033e-03,-3.842509424098587874e-03,2.174585532453453436e-03,6.226440832095815614e-02,1.470718011482432253e-01,3.121905785937963418e-01
1.567295898210150501e-02,1.014443546094533771e-02,4.681402598475578603e-02,3.039979484884934233e-02,1.980538079256182263e-02,1.072813244206039934e-01,6.957735338353099319e-02,4.522143556093485839e-02,2.945944572323272448e-02,2.226163438647992265e-01,1.441456777252776988e-01,9.347259313574364514e-02,6.070997114053426624e-02,3.949882656229695976e-02,-3.785847343355664557e-02,2.553786544281678485e-03,8.101381690377401634e-02,1.723814732294648780e-02,2.253060800802649810e-01,3.134591796420301002e-02,9.120714239932874168e-03,-5.775248927171348565e-03,3.256485682349752157e-03,7.829453131848342073e-02,1.321533406535937705e-01,1.915692828941982229e-01
3.959342712367194816e-02,2.610145204014979389e-02,1.048124462739041668e-01,6.985172240523562781e-02,4.661579238661926750e-02,2.107567365285095695e-01,1.407528578654790585e-01,9.409497433500893515e-02,6.297042279063343184e-02,3.811851093478021424e-01,2.546034023553312986e-01,1.701868889507875959e-01,1.138524924633023960e-01,7.623153184363105905e-02,-9.786485152602671100e-02,6.707765488485065847e-03,2.043926020423779133e-01,4.405888275717963209e-02,5.264535724978876008e-01,7.918685424734389633e-02,9.082900740625690639e-03,-6.518952575823808507e-03,4.158051253799764473e-03,9.190050725699319689e-02,2.530459012138714936e-01,6.256069450584696989e-01
2.086794273215002854e-02,1.364062425912263010e-02,5.883897238947601027e-02,3.861019371953788859e-02,2.541569890280319377e-02,1.269364840828374752e-01,8.322770708387849936e-02,5.468213655847807553e-02,3.600700206712698775e-02,2.475348638241071930e-01,1.620776865467449535e-01,1.062750149032064689e-01,6.979297158961328407e-02,4.591099040958838973e-02,-5.430980250203780446e-02,3.472195839465438971e-03,1.077975361686567546e-01,2.308791632906845998e-02,2.888528494685749237e-01,4.173588546430005708e-02,4.841848440368992298e-03,-3.538022119206610770e-03,2.294264757948385330e-03,1.100774559883017090e-01,2.493198595960023078e-01,5.002970052586936944e-01
3.691062803416841898e-02,2.615394426253751098e-02,8.950621544272177599e-02,6.284478130965331921e-02,4.415926799531588037e-02,1.630410459035074588e-01,1.140910009155476634e-01,7.988238766861337214e-02,5.596280791521355408e-02,2.643737078235061100e-01,1.846553945525741258e-01,1.290312494686988443e-01,9.020339590477918779e-02,6.308858948400723754e-02,-7.715036192532304105e-02,6.803700972501261143e-03,1.903811590326801029e-01,4.168272094406135636e-02,4.584152694106286563e-01,7.382125606833681020e-02,1.013197574210593713e-02,-6.607732155484493178e-03,3.718564508819778569e-03,1.183822570252509448e-01,3.458225037491753362e-01,9.073664461059182118e-01
2.719590627618372405e-02,1.919559371466066783e-02,7.226583959736088136e-02,4.960035409157835529e-02,3.422925663328246770e-02,1.455996632194782869e-01,9.881920743530188400e-02,6.732739086479652690e-02,4.604999540597554120e-02,2.634264111651384854e-01,1.775972049267969810e-01,1.200796460003335786e-01,8.143244060537256634e-02,5.539229668521277600e-02,-5.952804766709841877e-02,4.934120455860523113e-03,1.403983878485164094e-01,3.049705664494376661e-02,3.569061196378232048e-01,5.439181255236741341e-02,3.382820605248618943e-04,-6.572951155537846545e-04,5.118419063117503331e-04,1.380975207500366175e-01,3.677447009515899534e-01,8.663111925116340206e-01
