x,y,ux,uy,vx,vy,ax,ay,bcx,bcy,ux_orig,uy_orig
0.1,0.0,0.2053319792903494,0.0,0.09314620638890826,0.0,-0.5112643162996644,0.0,0,3,0.2058292065688107,0.0
1.6684e-15,0.1,0.0,0.2157481696049217,0.0,0.05765589687921346,0.0,-0.8315005121939388,1,0,0.0,0.21564262977876464
0.0,1.0,0.0,0.8,0.0,0.09999999999982243,0.0,-2.7755575615628914e-09,1,4,0.0,0.8
1.0,1.0,0.4,0.8,0.04999999999991123,0.09999999999982243,-1.3877787807814455e-09,-2.7755575615628914e-09,2,4,0.4,0.8
1.0,0.0,0.4,0.0,0.04999999999991123,0.0,-1.3877787807814455e-09,0.0,2,3,0.4,0.0
0.09807850000000001,0.019509,0.20078468334395438,0.05037544813239947,0.07940611711526602,0.013067122943532376,-0.566167616955493,0.14989094392764413,0,0,0.1991615935527823,0.05136593335052743
0.092388,0.0382683,0.1822962956794072,0.09931132466590498,0.06996947406454068,0.024245236111518357,0.6336396823902746,0.10348631916679008,0,0,0.18261054456815623,0.09921036993517648
0.083147,0.055557,0.15598524163942784,0.14096338491071947,0.05086987224185713,0.027092024766778296,0.3608124139742319,0.34125864634138026,0,0,0.157633071508034,0.1400075044400125
0.0707107,0.0707107,0.1272173512261361,0.17238323233323172,0.04057827123114809,0.035066242033005006,0.9881590178062448,-0.19193286820984312,0,0,0.1289866952185899,0.17176762438106116
0.055557,0.083147,0.09785857232054695,0.19384193536825478,0.03196920706331069,0.042645053418000074,1.1117228377460764,0.21062672161953344,0,0,0.09742641642732838,0.1929696943532644
0.0382683,0.092388,0.06706030137138441,0.20690751934307627,0.023019104385020583,0.04947292070622833,1.0554656367650628,-0.13763556822032896,0,0,0.06557936682927595,0.20745389736782133
0.019509,0.09807850000000001,0.03366206609643996,0.21347795744077303,0.012970862257460912,0.05554714594652177,0.4639161388375612,-1.3181411309681756,0,0,0.03279395412073836,0.21422932941990588
0.0,0.967857,0.0,0.7738428321099491,0.0,0.10471148052748624,0.0,-0.3824256966655781,1,0,0.0,0.7738192112175074
0.0,0.935714,0.0,0.747971616083305,0.0,0.08882692790923574,0.0,0.006280059805519045,1,0,0.0,0.7478807953836477
0.0,0.903571,0.0,0.7220690090198332,0.0,0.07780564962284185,0.0,0.09782022136750611,1,0,0.0,0.7219542369937751
0.0,0.871429,0.0,0.6964488371813786,0.0,0.07765733998688074,0.0,2.420620209830915,1,0,0.0,0.696283404792236
0.0,0.8392859999999999,0.0,0.671481318287988,0.0,0.060561564727557034,0.0,1.7564942333958555,1,0,0.0,0.6715470858563558
0.0,0.807143,0.0,0.6471148884775175,0.0,0.05707195661647235,0.0,0.6958816606283945,1,0,0.0,0.6471616648785131
0.0,0.775,0.0,0.6230036302295048,0.0,0.037767823449219584,0.0,-0.39795892137206573,1,0,0.0,0.6230184523446417
0.0,0.742857,0.0,0.5988369942242571,0.0,0.021481480186325008,0.0,0.5756859600136721,1,0,0.0,0.5988106162466164
0.0,0.710714,0.0,0.5746357622047071,0.0,0.026638434806602884,0.0,0.25365090305928817,1,0,0.0,0.5746611405031171
0.0,0.678571,0.0,0.5506908746465342,0.0,0.05461011078983224,0.0,1.3253747904728996,1,0,0.0,0.550718511504255
0.0,0.646429,0.0,0.527152885482792,0.0,0.06141246551155666,0.0,0.026172666811596912,1,0,0.0,0.5272196845123814
0.0,0.614286,0.0,0.5039373497420456,0.0,0.06515441805077238,0.0,1.0530499416905315,1,0,0.0,0.5038536138765953
0.0,0.582143,0.0,0.48102998315152945,0.0,0.05583532639297229,0.0,1.3763553324830369,1,0,0.0,0.4809762376662964
0.0,0.55,0.0,0.4584987696071039,0.0,0.06561400745133672,0.0,1.1676018193962356,1,0,0.0,0.45847358227344515
0.0,0.517857,0.0,0.4363507616799325,0.0,0.08960578436578713,0.0,1.9231041897826984,1,0,0.0,0.4362991124736432
0.0,0.485714,0.0,0.41470137488795444,0.0,0.11219598318179536,0.0,1.1845647518438085,1,0,0.0,0.414856720976623
0.0,0.453571,0.0,0.39371462824419723,0.0,0.10384086922832214,0.0,1.2603162929947231,1,0,0.0,0.39381509987951463
0.0,0.421429,0.0,0.37322607574242284,0.0,0.09481756580165256,0.0,-0.21196781552212937,1,0,0.0,0.3732357337526416
0.0,0.389286,0.0,0.3530468688077235,0.0,0.11247347974405186,0.0,-0.700731540848043,1,0,0.0,0.35315528869004603
0.0,0.357143,0.0,0.33346326521859737,0.0,0.11590198375571736,0.0,0.2500676415939651,1,0,0.0,0.33349922222118483
0.0,0.325,0.0,0.3146718213938584,0.0,0.1174517020101351,0.0,1.7675732141841927,1,0,0.0,0.31454262212154854
0.0,0.292857,0.0,0.2965174668606778,0.0,0.0978420524953838,0.0,1.6478202177760968,1,0,0.0,0.29671302867123084
0.0,0.260714,0.0,0.27947770190803567,0.0,0.08402213509450807,0.0,1.5851602641614448,1,0,0.0,0.27982635011120194
0.0,0.228571,0.0,0.264254468245781,0.0,0.08505569565553373,0.0,0.6152416159865837,1,0,0.0,0.26427013696169005
0.0,0.196429,0.0,0.25023043403052725,0.0,0.07835905903509632,0.0,2.297359854436243,1,0,0.0,0.24981826443494948
0.0,0.164286,0.0,0.237138901342405,0.0,0.07570192441824775,0.0,-0.9956636126684515,1,0,0.0,0.2374362250646932
0.0,0.132143,0.0,0.22651711013168097,0.0,0.07046862745586913,0.0,-0.7707414172164474,1,0,0.0,0.22669511123167527
