x,y,ux,uy,fintx,finty,bcx,bcy,ux_orig,uy_orig
0.1,0.0,0.07557332490227964,0.0,9.389190813724467e-17,-0.024467287479687534,0,3,0.07583063683148078,0.0
1.6684e-15,0.1,0.0,0.0867473426660581,-0.050368274168722485,2.4448758989548125e-17,1,0,0.0,0.0867392197693911
0.0,1.0,0.0,0.31,-0.022677112832171865,0.02102842828171997,1,4,0.0,0.31
1.0,1.0,0.155,0.31,0.021319705788498976,0.020705831929372007,2,4,0.155,0.31
1.0,0.0,0.155,0.0,0.022240584388393568,-0.022267368885376105,2,3,0.155,0.0
0.09807850000000001,0.019509,0.07421701734347153,0.019460572231764672,-7.621941272573096e-17,2.211772431870429e-17,0,0,0.07343018494047712,0.019790938395329798
0.092388,0.0382683,0.06698361400776776,0.03856182705203537,8.239936510889834e-17,1.5612511283791264e-17,0,0,0.06734206872297004,0.038142318824124485
0.083147,0.055557,0.05721654238732299,0.05447538873158919,-6.765421556309549e-17,-2.4286128663675296e-17,0,0,0.05799848216867058,0.05400200331860936
0.0707107,0.0707107,0.04672080022646696,0.06658762807455787,1.0581813203458523e-16,-9.54097911787244e-17,0,0,0.04695553588341365,0.0662825467306244
0.055557,0.083147,0.03591608026181348,0.07541022869418157,-3.122502256758253e-17,2.5153490401663703e-16,0,0,0.03561079299761625,0.07566842144200717
0.0382683,0.092388,0.024519727034203243,0.08161204736279615,0.0,7.546047120499111e-17,0,0,0.023955856318605504,0.08205835996595992
0.019509,0.09807850000000001,0.012314796622376889,0.08552566517028026,1.734723475976807e-17,9.194034422677075e-17,0,0,0.012043385035519265,0.08566900803728052
0.0,0.967857,0.0,0.30060021776785106,-0.045357893077707136,2.3592239273284576e-16,1,0,0.0,0.3005771883600003
0.0,0.935714,0.0,0.2912304271667381,-0.045366467859241366,8.951173136040323e-16,1,0,0.0,0.2911583285412606
0.0,0.903571,0.0,0.28190732092843973,-0.04538025647002519,-2.8796409701215e-16,1,0,0.0,0.2817468770964011
0.0,0.871429,0.0,0.27244845269888174,-0.045393755036396394,-3.122502256758253e-17,1,0,0.0,0.2723467034239665
0.0,0.8392859999999999,0.0,0.26294854657680844,-0.045425298417107234,1.7347234759768068e-16,1,0,0.0,0.2629636947107588
0.0,0.807143,0.0,0.2535383788635954,-0.04545760703133976,5.551115123125784e-17,1,0,0.0,0.2536012646755263
0.0,0.775,0.0,0.2442457773067872,-0.04549493785402244,6.245004513516506e-17,1,0,0.0,0.2442650535654947
0.0,0.742857,0.0,0.23498362937425554,-0.04553113347570664,-3.122502256758253e-17,1,0,0.0,0.23496186787400736
0.0,0.710714,0.0,0.2256690120393614,-0.04559051194893703,4.8572257327350605e-17,1,0,0.0,0.2256750674764625
0.0,0.678571,0.0,0.21637189201646834,-0.04565295872371104,-2.498001805406602e-16,1,0,0.0,0.21642927806325693
0.0,0.646429,0.0,0.20720308742784255,-0.04573114167478789,5.204170427930421e-17,1,0,0.0,0.2072292953576373
0.0,0.614286,0.0,0.19812585031468188,-0.04586400035709627,-5.204170427930421e-17,1,0,0.0,0.19807892280964912
0.0,0.582143,0.0,0.18906557638183585,-0.04593305549902744,-4.8572257327350605e-17,1,0,0.0,0.18900411863655517
0.0,0.55,0.0,0.1800472983304644,-0.04606152173886996,-7.979727989493313e-17,1,0,0.0,0.18000125427393557
0.0,0.517857,0.0,0.17108945342624793,-0.046211013425384966,-3.122502256758253e-17,1,0,0.0,0.17108609465299504
0.0,0.485714,0.0,0.1621902845436125,-0.04637310228338639,6.938893903907228e-17,1,0,0.0,0.1622782010120178
0.0,0.453571,0.0,0.153449860845285,-0.04660556755939691,-1.3357370765021412e-16,1,0,0.0,0.15357383132211977
0.0,0.421429,0.0,0.14494523681423743,-0.0468750465715022,-3.469446951953614e-18,1,0,0.0,0.145018691155982
0.0,0.389286,0.0,0.13661168403632473,-0.047215733861324646,2.949029909160572e-17,1,0,0.0,0.1366397933250374
0.0,0.357143,0.0,0.12845597681007348,-0.047619015536202555,2.775557561562892e-17,1,0,0.0,0.12847656853611966
0.0,0.325,0.0,0.1205713778599602,-0.04824055220104464,1.0408340855860843e-17,1,0,0.0,0.12058326267852915
0.0,0.292857,0.0,0.11293645210753311,-0.04906149938622117,0.0,1,0,0.0,0.1130365533832518
0.0,0.260714,0.0,0.10570931144775386,-0.05024551858362688,-1.734723475976807e-18,1,0,0.0,0.10594315749791668
0.0,0.228571,0.0,0.0993673644388764,-0.05202332151990188,1.734723475976807e-18,1,0,0.0,0.09946616167715613
0.0,0.196429,0.0,0.09395102873895667,-0.05532505266448751,-3.469446951953614e-17,1,0,0.0,0.0937785993187236
0.0,0.164286,0.0,0.08929200523925829,-0.06202023922282551,-7.632783294297951e-17,1,0,0.0,0.08932281703920444
0.0,0.132143,0.0,0.08658465717599029,-0.0775749302634867,4.250072516143177e-17,1,0,0.0,0.08673559466509734
0.96875,1.0,0.15030078773997957,0.31,-6.166383974143545e-16,0.04141342180539902,0,4,0.15036148208375447,0.31
0.9375,1.0,0.14565828125705593,0.31,-1.859031066700533e-15,0.041416797053151565,0,4,0.14572010512841654,0.31
0.90625,1.0,0.14093368448811816,0.31,-1.057585432667459e-15,0.04142228663164998,0,4,0.14107313252466727,0.31
0.875,1.0,0.13632394190790365,0.31,3.69622562402085e-15,0.041431138464468414,0,4,0.1364179429518677,0.31
0.84375,1.0,0.13172995017157518,0.31,3.2779738413257114e-14,0.04143955383396766,0,4,0.13175319660490767,0.31
