x,y,ux,uy,vx,vy,ax,ay,bcx,bcy,ux_orig,uy_orig
0.1,0.0,0.20190038303007896,0.0,0.05296955394300251,0.0,0.3151510531707036,0.0,0,3,0.20203541195175267,0.0
1.6684e-15,0.1,0.0,0.2689647930674255,0.0,0.1514239570371556,0.0,1.3295080536490644,1,0,0.0,0.26898872051320444
0.0,1.0,0.0,0.75,0.0,0.1000000000001,0.0,0.0,1,4,0.0,0.75
1.0,1.0,0.375,0.75,0.05000000000005,0.1000000000001,0.0,0.0,2,4,0.375,0.75
1.0,0.0,0.375,0.0,0.05000000000005,0.0,0.0,0.0,2,3,0.375,0.0
0.09807850000000001,0.019509,0.19890478594425076,0.04872726427129237,0.04890376464394829,0.0211340313082016,0.42193302324244897,0.518184356361473,0,0,0.1986073253880405,0.04846516179244437
0.092388,0.0382683,0.18875395047143684,0.09613380589144072,0.04997422494205928,0.04824201150676472,0.5680199803570485,0.002121102946062159,0,0,0.1889110829188421,0.09597828140601251
0.083147,0.055557,0.17151767236282467,0.14054923836374655,0.048088611649121926,0.08129096803380365,1.9331316311599345,-1.0566020836044743,0,0,0.17210711306621748,0.1407484097905981
0.0707107,0.0707107,0.14777157270145835,0.18089656095253304,0.04230499572113744,0.10662127637138528,1.6267024699478938,-0.9678349906228068,0,0,0.1473482675250945,0.18010089191044026
0.055557,0.083147,0.1181178107544838,0.2160160107378033,0.03708565653556817,0.1211904366993366,0.06228378646166988,-0.9090314681547973,0,0,0.11812534408000885,0.2165458685251592
0.0382683,0.092388,0.08296020690613659,0.24408713507000357,0.019022338988254617,0.12561521996287683,1.3076633397640647,-1.9870769030205793,0,0,0.08283000349157087,0.24476054919539375
0.019509,0.09807850000000001,0.04296695141965756,0.2626348684934783,0.004027995811131668,0.13943302300867266,1.0723659168987432,0.18442023463904889,0,0,0.042593554952177114,0.2625786995479664
0.0,0.967857,0.0,0.7269731254568796,0.0,0.10044941442077791,0.0,-1.7679590624819497,1,0,0.0,0.726947444686865
0.0,0.935714,0.0,0.7036928918923877,0.0,0.0972811019306352,0.0,-0.2063755333292505,1,0,0.0,0.7036135869558153
0.0,0.903571,0.0,0.680447310765885,0.0,0.0699770117260079,0.0,0.31379826792576887,1,0,0.0,0.6802884325503251
0.0,0.871429,0.0,0.6571511805195769,0.0,0.06710605051279961,0.0,-0.847329831299426,1,0,0.0,0.6570728866547949
0.0,0.8392859999999999,0.0,0.633822060393868,0.0,0.06058074313336492,0.0,0.008079523161619306,1,0,0.0,0.6338287873424159
0.0,0.807143,0.0,0.6106034814256418,0.0,0.05629920430988422,0.0,0.26991584800573065,1,0,0.0,0.6106555520860333
0.0,0.775,0.0,0.5876743531825923,0.0,0.06933363113248436,0.0,2.1070456768246255,1,0,0.0,0.5876763200158011
0.0,0.742857,0.0,0.5650238047001039,0.0,0.07023305858694373,0.0,0.3036024848190877,1,0,0.0,0.5650525364098572
0.0,0.710714,0.0,0.5424983724060439,0.0,0.10469889241027096,0.0,2.269355497963588,1,0,0.0,0.5424800319124844
0.0,0.678571,0.0,0.5201436550487415,0.0,0.10481109877169548,0.0,2.1327235144585894,1,0,0.0,0.5201735669595343
0.0,0.646429,0.0,0.49819952014877344,0.0,0.114895003163612,0.0,1.2292160275761963,1,0,0.0,0.4982777393824495
0.0,0.614286,0.0,0.4767676339661193,0.0,0.11125678307702393,0.0,2.0098183464711816,1,0,0.0,0.4766856424690968
0.0,0.582143,0.0,0.4558211399380525,0.0,0.09548009052298688,0.0,3.07036171626196,1,0,0.0,0.4557715760801633
0.0,0.55,0.0,0.4354092629364459,0.0,0.09582182348005784,0.0,2.136679005948494,1,0,0.0,0.43538724976286985
0.0,0.517857,0.0,0.4155617903361417,0.0,0.09397541096203833,0.0,1.904174572187056,1,0,0.0,0.4155079593503634
0.0,0.485714,0.0,0.39623468189711275,0.0,0.09322764167415952,0.0,0.28608840435540017,1,0,0.0,0.39635915963841933
0.0,0.453571,0.0,0.377554626109486,0.0,0.09104715771049433,0.0,0.10533129507495076,1,0,0.0,0.3777105637166948
0.0,0.421429,0.0,0.3597647687038261,0.0,0.09497771946725965,0.0,0.4099082157038581,1,0,0.0,0.3597930655726575
0.0,0.389286,0.0,0.34289444004389225,0.0,0.10417922419278525,0.0,1.1883343073448849,1,0,0.0,0.3428919301594588
0.0,0.357143,0.0,0.326932303065405,0.0,0.09986222299085411,0.0,-0.42236949215901376,1,0,0.0,0.32703432124374904
0.0,0.325,0.0,0.31217533414178433,0.0,0.11738907365485551,0.0,1.0959801358123575,1,0,0.0,0.3121386011547429
0.0,0.292857,0.0,0.29905546791087545,0.0,0.12298803640120592,0.0,0.27845550309990585,1,0,0.0,0.299145079863391
0.0,0.260714,0.0,0.2880346839338017,0.0,0.14513692369336195,0.0,0.07979376465128141,1,0,0.0,0.2883010289095002
0.0,0.228571,0.0,0.2796862819341186,0.0,0.15191873760936336,0.0,0.5100148622871892,1,0,0.0,0.27983202141021096
0.0,0.196429,0.0,0.2739644152316032,0.0,0.14490965517352516,0.0,-1.0091779759080488,1,0,0.0,0.27369689131483155
0.0,0.164286,0.0,0.27003021751443157,0.0,0.14779838924824928,0.0,0.19311149762613053,1,0,0.0,0.26997696959932904
0.0,0.132143,0.0,0.26829525879293215,0.0,0.15185639052409103,0.0,0.19087473684953335,1,0,0.0,0.2685320760395278
0.96875,1.0,0.3636146529788675,0.75,0.06862578630861815,0.1000000000001,0.4388425955959008,0.0,0,4,0.3636769662088293,0.75
