6.121859590912733656e-02,4.550765395721165230e-02,5.127010232050037697e-01,3.283933267917237275e-01,1.986450642524078547e-01,3.155555172667061647e+00,1.875481189857747699e+00,1.050223253003174317e+00,5.375681275171875217e-01,1.676759570471285343e+01,9.326623842520088914e+00,4.778522569331856928e+00,2.100081355290984497e+00,5.978412319453401125e-01,-9.039430574422131770e-02,8.591974142015221250e-03,3.231831631352312661e-01,3.897517035388626400e-02,2.381084150372551108e-03,1.224371918182546454e-02,9.450005478149638843e-03,9.007523934920200204e-03,1.873098324735131270e-03,-1.001523604370376311e-02,2.023607094723245403e-02,3.978977484328529574e-02,5.869688757730699702e-02,7.699020496033677496e-02,-1.041007924998442469e-03,3.883802048213939873e-02
9.773597522641525731e-03,1.358764267268826580e-03,1.741828956341116841e-02,8.253126632492623765e-03,2.013889427855179715e-03,2.358007722159943809e-02,1.383350064062925135e-02,6.988230883328361634e-03,2.280407104503791391e-03,2.875596141964758407e-02,1.851979656055412898e-02,1.116459124018312488e-02,5.956023055954544343e-03,2.337228065233642061e-03,-9.234047306624620921e-02,3.634657713827190838e-04,5.028803980905363624e-02,6.595742334514396142e-03,1.521506399646063040e-04,1.954719504528306014e-03,-4.008420597712853556e-04,9.028710677503291870e-05,1.588366698963995099e-03,4.232419751228136406e-03,1.850739215079961683e-02,4.640395022700251337e-02,9.052830392277791405e-02,1.627401636819354735e-01,1.856990532148007286e-03,9.693955153843754335e-02
1.741749965068820349e-01,1.763385297208006908e-01,1.750963916546813604e+00,1.482352179368805700e+00,1.208779730027713217e+00,1.331210923217343023e+01,1.055895789896862169e+01,8.227829875170243668e+00,6.325246832588262258e+00,9.065000040818344473e+01,6.958487528635123454e+01,5.288213000810084452e+01,3.986261056285092508e+01,2.984633953127111283e+01,-1.175796783447781851e-01,2.758639366328833470e-02,9.258061212878272439e-01,1.105344558779307595e-01,7.821569169782376096e-03,3.483499930137642919e-02,4.510666845752558940e-02,8.498798131804834177e-02,1.264592205296441174e-01,1.737440219698722366e-01,3.638167641381474804e-02,7.460146886830629209e-02,1.163199531636152362e-01,1.635459513173576906e-01,8.965950737540250015e-02,8.260910133621766904e-02
1.991311771539020989e-02,2.197551639075413094e-02,2.431750385751380028e-01,2.101046143242842890e-01,1.650236426818000035e-01,2.151303380072459248e+00,1.695696208847408792e+00,1.271411752055555455e+00,9.223507680433770117e-01,1.652540003295799664e+01,1.243413218538550247e+01,9.077465462413563557e+00,6.486818645197857336e+00,4.562716386613109520e+00,-4.089109216015289483e-02,3.243251621780077025e-03,1.067720646646036914e-01,1.227602291629008996e-02,1.089060267919107240e-03,3.982623543078043712e-03,-3.200693415927940988e-02,-5.521302901449319511e-02,-7.672736609130006991e-02,-1.003955647087277497e-01,3.942830944535617721e-02,6.903209370389101762e-02,8.803632421761306559e-02,9.524540549764987096e-02,-5.386774854683454294e-02,5.048677283561346651e-02
1.123760043673132925e-01,8.720773862601016724e-02,8.873751122782216338e-01,6.113480483830154855e-01,4.132078204011128131e-01,5.334988417722058784e+00,3.517390819956436321e+00,2.295718885821632416e+00,1.485940190400077299e+00,2.891536092780900802e+01,1.862184036957046374e+01,1.191550574476012514e+01,7.582394246194637866e+00,4.802092970797426474e+00,-1.563215841290808428e-01,1.628119074310652517e-02,5.921521026265360588e-01,7.252615784653619613e-02,4.111186339407912546e-03,2.247520087346265363e-02,2.712483758922401220e-02,1.833502125039964195e-02,1.220406964632575475e-02,7.588800717682930158e-03,2.608821389650655548e-02,6.659043883353145399e-02,1.310974200792446309e-01,2.346332952761160939e-01,9.757055450158917675e-03,1.304337355963797740e-01
2.924476073189280836e-02,2.567507300995416908e-02,2.882613170350732945e-01,2.011571562289174997e-01,1.368978063058252370e-01,2.051806904284112942e+00,1.324204909196454505e+00,8.478659103423474841e-01,5.393455574344349079e-01,1.267685904070134839e+01,7.890921849338844218e+00,4.896782091502954515e+00,3.030695884923142458e+00,1.871437379263975576e+00,-8.928069519226322637e-02,4.513170129923329416e-03,1.553057532295686605e-01,1.841353071054277826e-02,1.311805532274589944e-03,5.848952146378563061e-03,-2.342450764705048677e-02,-1.664271911063789841e-02,-1.080204020647722828e-02,-6.564751577452314878e-03,3.773228784049147133e-02,7.929762500894035893e-02,1.239138435550826839e-01,1.692018261689349212e-01,-8.788456522168121288e-03,7.792083335788765885e-02
6.584827072068408227e-02,3.841990900621630733e-02,3.520151889966796621e-01,2.077328035454508171e-01,1.224340852297397253e-01,1.463005836722110597e+00,8.622333393658565548e-01,5.079994390730665499e-01,2.992068877531153248e-01,5.597842933419459044e+00,3.285112047343017316e+00,1.928067539219068705e+00,1.131741444021629794e+00,6.644083808505830691e-01,-1.715814225522886427e-01,8.386488293293661161e-03,3.435006279144350860e-01,4.379837126181137380e-02,1.765559103830866743e-03,1.316965414413681298e-02,1.231005088905057915e-02,-4.256158228462364815e-03,1.564281738249558972e-03,-5.664498711020709123e-04,2.066197883975498875e-02,5.760395661090902258e-02,1.257945372977971044e-01,2.518936193506745025e-01,-2.020597728773122857e-03,1.647243167135237774e-01
2.167874343366629417e-02,1.274761816743258391e-02,1.672437228830815081e-01,9.244664020869018672e-02,5.165520690249478936e-02,9.143487977680232470e-01,5.027462570526659569e-01,2.773889241967895103e-01,1.537257274798397855e-01,4.299707100132788895e+00,2.370854718813986128e+00,1.308755463895227455e+00,7.235650136123999987e-01,4.008379277606469726e-01,-1.367697377958958516e-01,2.526325015086820086e-03,1.141389644451123869e-01,1.366744079270439984e-02,7.966781556097402538e-04,4.335748686733259180e-03,-1.836242740186451450e-02,2.816060275385231550e-03,-7.548550624281952313e-04,2.282502601680081139e-04,3.286285758917811828e-02,8.024592023251569950e-02,1.507403932256087820e-01,2.569768105362272292e-01,1.309553266520565359e-03,1.354422955177123633e-01
4.007625848950845809e-02,1.869862726580887036e-02,1.275908714371722930e-01,7.085465314918000523e-02,3.843143757453974796e-02,3.184766804675860929e-01,1.840886864296167880e-01,1.057349754734057540e-01,6.022116084789253670e-02,7.449307698531795197e-01,4.349901459706235762e-01,2.535862837195393404e-01,1.475349874529343353e-01,8.561846700569808455e-02,-1.434814474530249906e-01,4.647197968208305677e-03,2.073126380072708441e-01,2.763202589755717892e-02,7.602216170600632544e-04,8.015251697901694047e-03,3.319887067141092264e-03,-1.993283162174079061e-03,8.981587265062823547e-04,-3.599530079748009827e-04,1.876854076478659539e-02,4.688554605260215197e-02,9.234152611142597278e-02,1.710159717597367346e-01,-9.641720743802787482e-04,1.187420307929149266e-01
1.505824210637929719e-02,4.305498501827747376e-03,8.693617066133874083e-02,4.061095040923402844e-02,1.719226176709043319e-02,3.379015282814719634e-01,1.773986280760472267e-01,9.037636268769100312e-02,4.408480038251290367e-02,1.109825523296438909e+00,6.127997668351438110e-01,3.337698460520269750e-01,1.786255045844395151e-01,9.339283194233941043e-02,-1.542108183161292334e-01,8.338193641132113365e-04,7.867538624434432248e-02,9.367989793916578489e-03,4.497814867217948213e-04,3.011648421275860566e-03,-1.382980977453794613e-02,8.265462939273247184e-03,-3.706596369691310486e-03,1.478162802990554137e-03,2.860249144939475130e-02,7.489360330293914902e-02,1.500932382027298229e-01,2.723069704837912108e-01,3.995292806199883875e-03,1.525372406619762422e-01
2.066483528655518875e-02,5.696409083882205369e-03,4.164696376061553795e-02,2.171277328607256266e-02,8.535644176496404514e-03,6.531110243307819418e-02,3.870571755230295397e-02,2.101855486344591725e-02,9.424244663231478442e-03,9.459244177249204188e-02,5.862768152379853326e-02,3.474582895075825628e-02,1.906640968332472263e-02,8.924229584985725328e-03,-1.171583975526208354e-01,1.518475670042304659e-03,1.064211973403580980e-01,1.421705595826384602e-02,3.245575789440868471e-04,4.132967057311037404e-03,-4.762519922121315717e-03,3.856240713055085392e-03,-1.475873962244781843e-03,5.282471166833360883e-04,1.801780693961155255e-02,5.156609064747458976e-02,1.147726438234897006e-01,2.340190748416313415e-01,1.833349360702194852e-03,1.632546821157222217e-01
9.531695044157165522e-03,-2.625334185064092957e-03,2.919812270481917521e-02,9.353841239136486546e-03,-2.636257612416191901e-03,6.566561161576758843e-02,3.253840561474203447e-02,1.172434219061658893e-02,-8.843058803526693962e-04,1.290632887878795654e-01,7.402909905793604584e-02,3.841476918844102806e-02,1.589503795063594224e-02,2.117536337746153685e-03,-1.967528203761780004e-01,-7.428282107594607296e-04,4.928347986480050014e-02,5.690845601680429369e-03,2.119513973628038117e-04,1.906339008831432280e-03,-6.940354615595109751e-03,4.851273587448206963e-03,-1.801199720337133547e-03,6.282889656182395147e-04,2.397715282992291669e-02,6.902546727855950193e-02,1.541656455345436494e-01,3.146878123893680490e-01,2.299571936259059250e-03,2.177457009768200558e-01
1.085793211382550180e-02,1.853822704363713818e-03,1.868542953085466224e-02,9.881337450020667018e-03,2.764504434538163358e-03,2.503198252047294375e-02,1.612613705812402515e-02,8.930363290682929306e-03,3.154584795871318709e-03,3.064658473970261615e-02,2.145460816136030013e-02,1.401397911596017828e-02,8.027903678904059134e-03,3.247183343494311827e-03,-7.730367995653314450e-02,4.953454185832053235e-04,5.585435865823229484e-02,7.378740094472497485e-03,1.647336087775011981e-04,2.171586422765100360e-03,-1.062310586325092981e-02,3.853897837809237142e-04,1.181476538979164565e-03,8.983687966989318445e-04,1.856318903291216335e-02,5.471863802808447919e-02,1.249030678952673529e-01,2.604767382120876662e-01,3.520606883650671641e-04,1.903828065326524932e-01
