3.861615808580384224e-01,4.216192439409536252e-01,1.214936293548200297e+01,1.037377749601514054e+01,8.194074589945206100e+00,2.864319037741474858e+02,2.217946531154926504e+02,1.649951207664693698e+02,1.193578742821306946e+02,5.995467469523463478e+03,4.403047324806219876e+03,3.157569612797588434e+03,2.223861969209035578e+03,1.544171797991776657e+03,-1.374882334420256813e-01,3.314193843198880163e-02,2.259809626392039306e+00,2.866172730654819589e-01,5.778184052310708552e+01,7.723231617160767337e-01,6.681987722970980093e-01,3.516515353895781182e+00,1.648722132299337417e+01,7.637726614098738764e-01,4.873134181220753369e+00,3.238659379519442183e+01,6.101686242765561474e+03,1.373981500982494608e+29
2.620741128574979872e-01,2.710960445739598046e-01,6.510610513243920927e+00,5.328256242424757261e+00,4.102298481725170198e+00,1.214196231134637998e+02,9.050006906023286035e+01,6.560029465259850667e+01,4.664537777490011905e+01,2.014795973640124885e+03,1.426471913181336049e+03,9.961400309822951158e+02,6.885855010656028981e+02,4.722546352156060721e+02,-1.342167937912612241e-01,2.568353154295276164e-02,1.485619020656552713e+00,2.071433605916255805e-01,2.889837126034691650e+01,5.241482257149959745e-01,3.494343185855929512e+00,5.058156805421080549e+01,6.522537485958897605e+02,4.193621240624945123e+00,6.703498521995507531e+01,9.633810794566963978e+02,4.784221401583550712e+33,7.771241726806288271e+54
7.713229827994629861e-01,7.923163716559408210e-01,2.887037652145230737e+01,2.300341841170250490e+01,1.696799012641254478e+01,8.295220813279682943e+02,5.953210451521340474e+02,4.106336863480551074e+02,2.759667945666668629e+02,2.163042669303599541e+04,1.464120752701129277e+04,9.676178378630194857e+03,6.288172066128521692e+03,4.037031224354010646e+03,-3.348837169375036837e-01,5.825497530144921332e-02,4.660972244282499233e+00,5.442622969231236674e-01,1.474556168471661124e+02,1.542645965598926194e+00,1.647039686609047815e-01,3.308765964065862319e-01,5.932476347122914717e-01,5.758420919451674891e+00,7.703879716522249055e+01,9.399661513551203598e+02,3.503570647647845648e-01,2.733337459619028039e+41
1.310432725177636260e-01,1.311849821165218533e-01,4.989673779230560768e+00,3.834048148068584183e+00,2.768158545479248112e+00,1.467445418664229919e+02,1.007653580575734225e+02,6.736780977659233827e+01,4.431076876879551207e+01,3.930715043941702788e+03,2.531934318210946913e+03,1.609808254068917449e+03,1.015447054024777344e+03,6.376736572353074735e+02,-6.142786304787248297e-02,9.747340969560961202e-03,7.949436550839761306e-01,9.202340503103818847e-02,2.573851275816365813e+01,2.620865450355272519e-01,-5.412353039886595718e-02,-1.050181499617608150e-01,-1.833220028039922733e-01,1.936271420978326718e+00,2.328988980770577655e+01,2.510112309036284728e+02,-1.080805852253064331e-01,-9.413803195972842636e+40
6.321314967070950086e-01,6.412654913801738576e-01,2.084588811317322055e+01,1.653835195899923605e+01,1.250149421149603057e+01,5.171589494317106528e+02,3.710437341138348302e+02,2.626126658772567453e+02,1.850436422609267311e+02,1.144033471014562565e+04,7.754310580644674701e+03,5.260358391613009189e+03,3.586300977467573830e+03,2.461146541938099745e+03,-3.663705258501776529e-01,5.069772798423806404e-02,3.728080140437342926e+00,4.607194804592361637e-01,1.013687002691495138e+02,1.264262993414190017e+00,-3.117355356307340702e-02,3.608020851888042030e-02,-3.827228547874263198e-02,8.377921470605139476e+00,1.394175376874042342e+02,2.071660761405213634e+03,-2.318792184777309154e-02,1.168415530714587658e+53
2.269076350500502104e-01,2.310766311418828156e-01,7.608396501786885757e+00,6.015813580368511992e+00,4.566513963302790025e+00,1.919381532167186606e+02,1.365661613932851139e+02,9.663444913981940942e+01,6.838534172435645075e+01,4.317500256145167441e+03,2.890745980315447923e+03,1.952894517167545928e+03,1.332885875402817192e+03,9.185873773547367591e+02,-1.295307259630566754e-01,1.805909144085881060e-02,1.341992550799211870e+00,1.646834789562038881e-01,3.720495213883458518e+01,4.538152701001005318e-01,1.361591668620475842e-02,-1.169186406038794958e-02,9.650573045457709609e-03,4.254315048264501797e+00,6.870678983879835755e+01,9.874071213466054360e+02,8.224345543840924644e-03,6.946216306109327517e+51
5.459676694974617828e-01,5.702426228627874849e-01,1.689370075989188180e+01,1.394825261494959001e+01,1.109555887107820382e+01,3.922996169423954029e+02,2.956368848124850501e+02,2.218724323172506274e+02,1.665450255236898442e+02,8.102581960211354271e+03,5.819281302388834774e+03,4.218923342290610890e+03,3.085980918999815003e+03,2.272798636364648246e+03,-3.352299736096900906e-01,4.564279300409647411e-02,3.186952517586461475e+00,4.055695689135883075e-01,8.018272929899050894e+01,1.091935338994923121e+00,-6.865222916908473444e-03,1.046344975815459086e-03,4.707370676446798533e-03,1.106550704774068805e+01,2.214289759269662454e+02,3.942965004896893333e+03,-1.451816115453082728e-03,1.244528093783558272e+66
3.129017660873735784e-01,3.266546172272082327e-01,9.757769158568596168e+00,8.015167307541300801e+00,6.369083427861180979e+00,2.282986064620508273e+02,1.706789764268879708e+02,1.276745860611726471e+02,9.574399347355313239e+01,4.749473636329694273e+03,3.376727308293579881e+03,2.435499584357299682e+03,1.777340349128104208e+03,1.307942929272197944e+03,-1.911390144137533331e-01,2.609574515191208019e-02,1.828662678695490262e+00,2.319801718877522456e-01,4.643761558974900083e+01,6.258035321747470459e-01,-6.374392348682021182e-03,6.186368223952892070e-03,-5.549938913989423128e-03,7.517957782990118076e+00,1.480418801527731034e+02,2.595219089739190167e+03,-4.104544634525220462e-03,3.951805088351777148e+65
1.107417811009919317e+00,1.926824489313117228e+00,4.960082847202094314e+01,6.782264572652596257e+01,8.587090581417353974e+01,1.691216457586865317e+03,2.108034725435929431e+03,2.523676254302543384e+03,2.935013342629802992e+03,5.174689798339976551e+04,6.138957861350020539e+04,7.099475888785516145e+04,8.047901858372137940e+04,8.978998828847816912e+04,-1.417773960932034727e-01,7.951791068660181427e-02,6.969239437900439427e+00,7.598831856637063842e-01,2.596590003354828582e+02,2.214835622019838191e+00,1.067082574670814160e-01,1.094282859489540405e-01,1.767046878250296549e-01,4.253328044176137723e+01,1.392421212464455266e+03,4.083120266595751309e+04,1.152814083140095702e-01,2.496907851849072554e+174
9.717523775689376198e-01,1.713292703419262653e+00,4.342262451447437854e+01,5.990124940529656072e+01,7.640595655103551564e+01,1.477071854694151625e+03,1.854328695506443410e+03,2.234368616210903838e+03,2.611862628003875670e+03,4.510341780507005751e+04,5.384925843095277378e+04,6.263800764081153466e+04,7.134580357374834421e+04,7.990546753996667394e+04,-1.093676757122677146e-01,7.058068294049811564e-02,6.111786521862915933e+00,6.683291338530124026e-01,2.268584866344291697e+02,1.943504755137875017e+00,8.396552728581412051e-02,9.011468377412856778e-02,9.865650606513287624e-02,3.848656751938009535e+01,1.253457473531257165e+03,3.665310339191112871e+04,7.270566404417380668e-02,2.236777055263857549e+174
3.646939557555554101e-01,4.043886959116566593e-01,1.087413569661825719e+01,9.687912122148230054e+00,8.318862020164310422e+00,2.452971334575984486e+02,2.022050021711832528e+02,1.654986612431000594e+02,1.347570011247975970e+02,4.957924709366849129e+03,3.941179985120779747e+03,3.143790439787076593e+03,2.510423861354969631e+03,2.002480035704080137e+03,-2.170221296132675559e-01,3.160441848707425117e-02,2.117595791647277625e+00,2.748547474877881536e-01,5.083463699085663734e+01,7.293879115111110423e-01,2.628782884343915383e-01,1.133905278543045902e+00,4.393479954501604112e+00,1.174008761027416980e+01,2.844945182365241294e+02,6.167403917641699081e+03,2.644261438852674360e+02,9.802390986912081646e+101
